event,tick
first_item_drop,10
first_item_drop,4
first_item_drop,3
first_item_drop,3
first_item_drop,14
first_item_drop,3
first_item_drop,1
first_item_drop,1
first_item_drop,1
first_item_drop,9
first_item_drop,6
first_item_drop,3
first_item_drop,6
first_item_drop,3
first_item_drop,1
first_item_drop,2
first_item_drop,1
first_item_drop,8
first_item_drop,4
first_item_drop,7
first_item_drop,6
first_item_drop,2
first_item_drop,9
first_item_drop,2
first_item_drop,14
first_item_drop,4
first_item_drop,0
first_item_drop,9
first_item_drop,1
first_item_drop,9
first_item_drop,5
first_item_drop,10
first_item_drop,8
first_item_drop,17
first_item_drop,7
first_item_drop,3
first_item_drop,6
first_item_drop,6
first_item_drop,1
first_item_drop,4
first_item_drop,21
first_item_drop,14
first_item_drop,13
first_item_drop,8
first_item_drop,10
first_item_drop,2
first_item_drop,8
first_item_drop,1
first_item_drop,9
first_item_drop,3
first_item_drop,24
first_item_drop,15
first_item_drop,10
first_item_drop,1
first_item_drop,11
first_item_drop,8
first_item_drop,4
first_item_drop,6
first_item_drop,4
first_item_drop,0
first_item_drop,8
first_item_drop,5
first_item_drop,0
first_item_drop,7
first_item_drop,23
first_item_drop,10
first_item_drop,0
first_item_drop,7
first_item_drop,3
first_item_drop,6
first_item_drop,4
first_item_drop,6
first_item_drop,0
first_item_drop,2
first_item_drop,9
first_item_drop,2
first_item_drop,18
first_item_drop,2
first_item_drop,4
first_item_drop,2
first_item_drop,3
first_item_drop,20
first_item_drop,2
first_item_drop,1
first_item_drop,8
first_item_drop,15
first_item_drop,3
first_item_drop,3
first_item_drop,2
first_item_drop,0
first_item_drop,3
first_item_drop,8
first_item_drop,8
first_item_drop,3
first_item_drop,26
first_item_drop,4
first_item_drop,4
first_item_drop,0
first_item_drop,3
first_item_drop,1
first_item_drop,25
first_item_drop,5
first_item_drop,6
first_item_drop,1
first_item_drop,6
first_item_drop,0
first_item_drop,3
first_item_drop,9
first_item_drop,8
first_item_drop,2
first_item_drop,2
first_item_drop,9
first_item_drop,3
first_item_drop,20
first_item_drop,6
first_item_drop,7
first_item_drop,2
first_item_drop,5
first_item_drop,3
first_item_drop,10
first_item_drop,4
first_item_drop,10
first_item_drop,3
first_item_drop,17
first_item_drop,6
first_item_drop,17
first_item_drop,1
first_item_drop,2
first_item_drop,4
first_item_drop,11
first_item_drop,3
first_item_drop,6
first_item_drop,2
first_item_drop,3
first_item_drop,7
first_item_drop,4
first_item_drop,9
first_item_drop,31
first_item_drop,8
first_item_drop,4
first_item_drop,11
first_item_drop,13
first_item_drop,6
first_item_drop,2
first_item_drop,19
first_item_drop,3
first_item_drop,3
first_item_drop,17
first_item_drop,8
first_item_drop,9
first_item_drop,17
first_item_drop,12
first_item_drop,11
first_item_drop,3
first_item_drop,15
first_item_drop,11
first_item_drop,0
first_item_drop,0
first_item_drop,2
first_item_drop,2
first_item_drop,2
first_item_drop,2
first_item_drop,10
first_item_drop,1
first_item_drop,3
first_item_drop,1
first_item_drop,3
first_item_drop,7
first_item_drop,1
first_item_drop,2
first_item_drop,2
first_item_drop,15
first_item_drop,8
first_item_drop,7
first_item_drop,7
first_item_drop,5
first_item_drop,1
first_item_drop,1
first_item_drop,9
first_item_drop,3
first_item_drop,37
first_item_drop,4
first_item_drop,6
first_item_drop,14
first_item_drop,0
first_item_drop,31
first_item_drop,4
first_item_drop,2
first_item_drop,1
first_item_drop,0
first_item_drop,6
first_item_drop,2
first_item_drop,17
first_item_drop,16
first_item_drop,7
first_item_drop,4
first_item_drop,4
first_item_drop,1
first_item_drop,3
first_item_drop,14
first_item_drop,5
first_item_drop,2
first_item_drop,9
first_item_drop,2
first_item_drop,2
first_item_drop,4
first_item_drop,11
first_item_drop,1
first_item_drop,17
first_item_drop,1
first_item_drop,1
first_item_drop,4
first_item_drop,6
first_item_drop,9
first_item_drop,7
first_item_drop,12
first_item_drop,13
first_item_drop,26
first_item_drop,4
first_item_drop,1
first_item_drop,8
first_item_drop,15
first_item_drop,3
first_item_drop,10
first_item_drop,14
first_item_drop,13
first_item_drop,10
first_item_drop,22
first_item_drop,5
first_item_drop,3
first_item_drop,2
first_item_drop,2
first_item_drop,14
first_item_drop,6
first_item_drop,3
first_item_drop,3
first_item_drop,2
first_item_drop,2
first_item_drop,3
first_item_drop,2
first_item_drop,13
first_item_drop,9
first_item_drop,3
first_item_drop,15
first_item_drop,7
first_item_drop,4
first_item_drop,6
first_item_drop,2
first_item_drop,4
first_item_drop,2
first_item_drop,2
first_item_drop,13
first_item_drop,0
first_item_drop,1
first_item_drop,11
first_item_drop,2
first_item_drop,5
first_item_drop,6
first_item_drop,2
first_item_drop,6
first_item_drop,2
first_item_drop,2
first_item_drop,3
first_item_drop,6
first_item_drop,2
first_item_drop,3
first_item_drop,9
first_item_drop,0
first_item_drop,1
first_item_drop,13
first_item_drop,3
first_item_drop,5
first_item_drop,9
first_item_drop,5
first_item_drop,4
first_item_drop,25
first_item_drop,2
first_item_drop,0
first_item_drop,12
first_item_drop,9
first_item_drop,6
first_item_drop,7
first_item_drop,6
first_item_drop,0
first_item_drop,1
first_item_drop,12
first_item_drop,13
first_item_drop,3
first_item_drop,10
first_item_drop,3
first_item_drop,33
first_item_drop,1
first_item_drop,8
first_item_drop,2
first_item_drop,5
first_item_drop,24
first_item_drop,4
first_item_drop,2
first_item_drop,0
first_item_drop,8
first_item_drop,2
first_item_drop,15
first_item_drop,2
first_item_drop,3
first_item_drop,1
first_item_drop,29
first_item_drop,3
first_item_drop,0
first_item_drop,8
first_item_drop,9
first_item_drop,7
first_item_drop,5
first_item_drop,3
first_item_drop,8
first_item_drop,14
first_item_drop,0
first_item_drop,12
first_item_drop,5
first_item_drop,2
first_item_drop,11
first_item_drop,2
first_item_drop,5
first_item_drop,0
first_item_drop,10
first_item_drop,20
first_item_drop,1
first_item_drop,3
first_item_drop,23
first_item_drop,1
first_item_drop,2
first_item_drop,5
first_item_drop,18
first_item_drop,10
first_item_drop,17
first_item_drop,2
first_item_drop,5
first_item_drop,3
first_item_drop,3
first_item_drop,2
first_item_drop,2
first_item_drop,2
first_item_drop,9
first_item_drop,2
first_item_drop,4
first_item_drop,24
first_item_drop,2
first_item_drop,1
first_item_drop,3
first_item_drop,8
first_item_drop,14
first_item_drop,13
first_item_drop,6
first_item_drop,62
first_item_drop,4
first_item_drop,4
first_item_drop,27
first_item_drop,4
first_item_drop,3
first_item_drop,3
first_item_drop,0
first_item_drop,3
first_item_drop,12
first_item_drop,8
first_item_drop,4
first_item_drop,19
first_item_drop,5
first_item_drop,8
first_item_drop,2
first_item_drop,5
first_item_drop,13
first_item_drop,4
first_item_drop,7
first_item_drop,13
first_item_drop,20
first_item_drop,9
first_item_drop,1
first_item_drop,16
first_item_drop,26
first_item_drop,7
first_item_drop,9
first_item_drop,3
first_item_drop,12
first_item_drop,2
first_item_drop,10
first_item_drop,12
first_item_drop,2
first_item_drop,43
first_item_drop,3
first_item_drop,18
first_item_drop,24
first_item_drop,3
first_item_drop,2
first_item_drop,24
first_item_drop,1
first_item_drop,10
first_item_drop,0
first_item_drop,19
first_item_drop,6
first_item_drop,14
first_item_drop,3
first_item_drop,2
first_item_drop,2
first_item_drop,4
first_item_drop,6
first_item_drop,7
first_item_drop,1
first_item_drop,8
first_item_drop,7
first_item_drop,2
first_item_drop,5
first_item_drop,3
first_item_drop,22
first_item_drop,8
first_item_drop,3
first_item_drop,1
first_item_drop,18
first_item_drop,25
first_item_drop,10
first_item_drop,16
first_item_drop,1
first_item_drop,6
first_item_drop,14
first_item_drop,3
first_item_drop,12
first_item_drop,6
first_item_drop,10
first_item_drop,12
first_item_drop,7
first_item_drop,4
first_item_drop,6
first_item_drop,1
first_item_drop,7
first_item_drop,2
first_item_drop,4
first_item_drop,1
first_item_drop,7
first_item_drop,0
first_item_drop,14
first_item_drop,5
first_item_drop,4
first_item_drop,28
first_item_drop,2
first_item_drop,7
first_item_drop,11
first_item_drop,11
first_item_drop,1
first_item_drop,2
